"Name","Class","Team","Conference","Height","Pos","GP","MP","OPPM","DPPM","PPM","WAWO","DWAWO","PTS","ORB","DRB","AST","STL","BLK","TOV","PF","RIMA","RIM%","MIDA","MID%","3PA","3P%","FTA","FT%","TS%"
"Caden Boser","Jr.","Illinois St.","MVC","6-8","F",30,360,0,-1.4,-1.4,0.8,0.1,13,1.5,3.2,2.8,0.5,1,2.6,5.4,3,70.3,1,30.3,6.7,36.8,1.5,53.3,57.4
"Blair Thompson","Jr.","Columbia","Ivy League","6-7","F",23,517,-1.3,-0.1,-1.4,1.4,0.6,10.9,2.3,6.4,1.4,1.7,0.3,1.4,2.7,3.6,60.8,0.3,16.6,4.1,33.8,2.9,76,58.3
"Denver Anglin","Jr.","Rice","AAC","6-1","G",31,674,0,-1.4,-1.4,1.5,0.2,13.5,0.3,2.8,1.3,0.7,0.1,1.3,2.3,1.1,41.5,2.5,30.5,8.2,37.1,2.4,81.2,52.7
"Jonathan Powell","Fr.","West Virginia","Big 12","6-6","F",31,922,-1.9,0.5,-1.4,1.9,1.2,10.4,0.8,3.4,0.9,0.9,0,0.7,1.7,1.5,57.7,1.1,34.8,7,35.2,1,47.8,51.6
"Grant Asman","Jr.","Lipscomb","ASUN","6-10","C",26,376,-2.2,0.8,-1.4,0.8,0.5,7.6,1.8,3.4,2.4,1.1,1.2,2.1,4.7,2.7,77.4,0.7,14.5,3.3,16.6,2.7,58.6,48.2
"Joryam Saizonou","Sr.","UNC Greensboro","SoCon","6-3","G",28,623,-0.6,-0.8,-1.4,1.3,0.4,9.4,0.4,3.4,3.3,0.9,0.2,2.4,2.3,3.4,49.3,1.9,40.3,3.2,34.4,2,63.9,50.5
"Chrishawn Christmas","Jr.","SFA","Southland","6-5","F",27,843,-3,1.6,-1.4,1.9,1.7,8.6,1.9,4.2,1.4,1.9,0.7,1.9,2.5,5.2,46.3,1.2,29.6,2.3,21.5,2.5,61.9,43.6
"Cam'Ron Fletcher","Sr.","Xavier","Big East","6-7","F",11,45,-1.4,0,-1.4,0.1,0,10.6,0.6,8.6,2.7,0.8,0,0,3.9,2.3,100,0,0,2.2,65.8,1.7,100,101.5
"Cardell Bailey","Jr.","UMES","MEAC","6-6","G",26,562,-0.5,-0.9,-1.4,1.2,0.3,12.9,1.3,4.1,1.6,1.4,0.3,1.5,3.5,3.2,50.7,2,22.9,6.9,34.1,2.3,76.9,49.6
"Jacob Beccles","So.","Cornell","Ivy League","6-3","G",25,423,-0.6,-0.8,-1.4,1,0.3,9.3,1.4,1.1,3.2,1.2,0.2,1.8,3.3,3.9,57.5,0.3,48.4,2.8,36,2.3,64.3,57.8
"Manie Joses","Fr.","Davidson","Atlantic 10","6-7","F",21,272,-2.7,1.3,-1.4,0.5,0.4,7.3,2.1,3.1,0.6,2.1,1.9,1,3.5,3.3,65.2,0.7,61,1.5,27.4,1.6,63.6,59.6
"Elmore James","Jr.","Ohio","MAC","6-3","G",29,746,-1.2,-0.2,-1.4,1.7,0.7,10.8,1,2.5,1.2,1.1,0.2,1.4,2.7,2.4,39.2,2.4,38.8,4.6,36.9,2.2,86,51.7
"Shane Blakeney","So.","Drexel","CAA","6-5","G",32,796,-1.1,-0.3,-1.4,1.7,0.7,11.2,0.9,4.2,2.3,1,0.9,2.1,2.1,2.5,50.7,3.5,36.7,5,33.1,1.5,72.7,47.9
"Louie Semona","So.","Stonehill","NEC","6-8","F",30,844,0.1,-1.5,-1.4,2,0.2,14.4,1,3.6,1.7,0.6,0.2,1.9,1.6,4.3,60.9,1.3,27.9,5.6,37.7,2.9,77.8,58.3
"Jackson Hicke","So.","Princeton","Ivy League","6-5","G",27,451,-0.6,-0.8,-1.4,1,0.3,11.2,2.1,3.1,1.8,0.9,0.8,1.8,3.5,4,56.3,1.4,41.5,3,35.8,2.7,81.2,57.7
"Jaret Valencia","So.","Monmouth","CAA","6-9","F",26,599,-1.1,-0.3,-1.4,1.3,0.5,10.9,2.3,4.1,1,0.8,1.9,1.4,3.7,3.9,57.9,2.4,33.7,2.5,35,3.7,60,52.7
"Matthew Sells","Sr.","Tennessee Tech","OVC","6-3","G",28,540,0.4,-1.8,-1.4,1.2,0.1,10.1,0.2,2.3,2.2,0.5,0,1.4,1.5,0.5,43.2,0,0,6.3,43.9,1.5,88,67.2
"Titus Yearout","Jr.","Idaho","Big Sky","6-2","G",20,202,-0.6,-0.8,-1.4,0.5,0.1,11,1.2,2.9,1.6,0.9,0.2,0.8,3.9,2.8,41.3,0.9,49.9,4,41,3.2,90,60.4
"Judah Brown","Sr.","South Alabama","Sun Belt","6-6","F",29,609,-0.8,-0.6,-1.4,1.3,0.4,14.2,0.6,3.8,0.8,1.1,0.4,0.9,2.3,1.1,83.6,1.3,43.5,9.3,34.9,1.6,82.8,56.6
"Martel Williams","Jr.","California Baptist","WAC","6-3","G",29,644,0.2,-1.6,-1.4,1.4,0.1,14.5,1.5,2,1,1.3,0.4,2.1,2.5,5.9,50.5,2.5,32.6,4,37,2.9,86,53
"Knute Wood","So.","Tennessee St.","OVC","6-4","G",24,523,-0.3,-1.1,-1.4,1.2,0.3,8.7,0.5,1.7,2.3,0.6,0,1.4,2.4,0.7,46.2,0.5,22.4,5.1,43.3,1.5,76.9,62
"Malcolm Wilson","Sr.","Queens (NC)","ASUN","7-0","C",30,669,-3.2,1.8,-1.4,1.5,1.4,7.8,2.4,5.4,1.2,0.6,5.1,1.8,3.4,5.2,68.9,0.2,0.8,0.1,0,2.1,26.8,60.9
"Simon Wheeler","Jr.","Jacksonville","ASUN","5-10","G",3,59,-1.7,0.3,-1.4,0.1,0.1,4.3,0,1.2,9.2,2.7,0,3.6,2.7,4.2,15.4,0.5,2.2,1.2,50.6,2.3,50,31.1
"Luke Jungers","Jr.","Iona","MAAC","6-9","F",31,572,-1.4,0,-1.4,1.3,0.6,10.2,0.3,2.2,1.3,1.3,0.7,1.4,3.7,0.8,60.5,0.4,32.5,7.9,35.5,0.8,61.5,53.6
"Ryan Pettit","Jr.","Lafayette","Patriot","6-1","G",31,635,-3.5,2.1,-1.4,1.3,1.3,7.2,1.1,4,2.6,2.6,0.1,2,3.4,2.7,56.9,0.6,29.8,4.2,23.2,1.4,62.5,44.5
"Reid Ducharme","Fr.","Siena","MAAC","6-7","G",24,331,-1.7,0.3,-1.4,0.7,0.4,11.8,0.7,3.7,0.5,1.2,0.6,1.5,3.6,1.2,57.2,1.7,50.6,7,31.4,2.4,87,53.8
"Pharell Boyogueno","Jr.","Gardner-Webb","Big South","6-6","F",27,670,-1.4,0,-1.4,1.5,0.7,10,1.8,3.7,1,0.9,1.1,1.9,2.6,2.5,63.8,0.6,39.6,5,31.2,2.2,80.4,55.8
"Torey Alston","Fr.","Middle Tenn.","C-USA","6-8","F",31,634,-1.5,0.1,-1.4,1.4,0.7,10.5,2.6,5.7,1.4,0.7,1.8,2.4,4,4.9,68.6,1.1,33.5,0.4,25.9,4.7,57,61.5
"Marcus Kell","Jr.","Western Caro.","SoCon","6-8","F",26,666,-0.4,-1,-1.4,1.5,0.4,15.4,2.3,4.7,0.7,0.6,1.1,1.8,2.9,4.7,54.9,1.2,37.2,5.1,38.6,4.6,73.7,58.9
"Zach Clemence","Sr.","Kansas","Big 12","6-11","F",8,42,-2.8,1.4,-1.4,0.1,0.1,9.4,4.9,4.3,2.6,3.9,0.8,2.4,6.4,5.2,53.3,0.8,100,1.5,0,4,60,51.1
"Presley Patterson","Jr.","Auburn","SEC","5-11","G",11,11,-1.6,0.2,-1.4,0,0,17.5,2,4.8,2.2,0,0,2.7,0,5.5,52.9,2.3,99.7,4.7,50.4,0,0,70
"Savion Lewis","Sr.","Quinnipiac","MAAC","6-1","G",25,722,-1.2,-0.2,-1.4,1.6,0.7,6.6,0.6,2.9,6.9,1.8,0.1,2.9,2.2,3.6,53.6,2.4,41.6,0.1,0.1,1.6,51.5,48.7
"Vincent Iwuchukwu","Jr.","St. John's (NY)","Big East","7-1","F",32,231,-1.8,0.4,-1.4,0.5,0.3,12.7,2.6,5.9,0.8,0.6,2.4,1.9,4.9,7.3,70.2,2,13.8,0.3,0.7,2.7,70.6,58.9
"Zaakir Williamson","Jr.","Saint Peter's","MAAC","6-7","F",23,342,-1.6,0.2,-1.4,0.7,0.4,11.3,3.8,3.8,0.7,0.5,1.5,1.1,4.8,7.4,46.1,1.4,7.7,1,19.7,5.2,69.4,46.4
"Wesley Cardet","Sr.","Providence","Big East","6-6","G",25,535,-0.1,-1.3,-1.4,1.1,0.2,14.5,1.9,3.5,1.4,0.5,0.1,2.2,2,5.1,57,1.3,28.2,4.3,38.4,4.6,62.1,56.3
"Veniamin Abosi","Fr.","San Francisco","WCC","6-6","F",27,325,-2,0.6,-1.4,0.7,0.5,6.7,1,5,2.1,0.8,0.8,2.1,3.9,2.1,64.4,1.4,28.3,2.2,23.9,3.2,50,46.8
"Trent Johnson","Sr.","Houston Christian","Southland","6-6","F",27,743,-1.3,-0.1,-1.4,1.6,0.8,7,2.2,2.9,1.9,1.4,1.1,1.1,2.2,2.3,58.9,0.7,35.4,2.7,35.9,1.3,78.6,56.8
"Camden Heide","So.","Purdue","Big Ten","6-7","F",32,612,-1.5,0,-1.5,1.3,0.6,8.2,1.5,5.4,1,0.7,0.5,0.5,3.4,1.4,80.7,0.2,34.2,4,36.3,1.8,82.8,64.8
"Adam Hinton","Jr.","Cornell","Ivy League","6-5","G",24,267,-0.8,-0.7,-1.5,0.6,0.2,11.4,1,3.8,1.2,0.9,0.3,1.8,5,2,61.2,0.6,0,5.9,38.3,2.8,77.3,58.6
"Brandon Johnson","Sr.","Miami (FL)","ACC","6-8","F",30,905,-1,-0.5,-1.5,1.9,0.7,10.5,2.8,5.7,2.6,1.3,0.9,1.8,2.3,3.7,65.8,1.1,36,4.5,24.4,2.3,66.1,50.8
"A.J. Staton-McCray","Sr.","Miami (FL)","ACC","6-4","G",30,653,-1,-0.5,-1.5,1.4,0.5,12.2,1.1,3,1.8,1.8,1,1.4,2.9,3.6,61.6,1.7,28.1,5.2,32.8,2.2,84.6,54
"Jasai Miles","So.","North Florida","ASUN","6-6","G",29,940,1,-2.5,-1.5,2.1,-0.3,15.6,1.5,5.5,1.8,0.6,0.5,2.1,3.2,4.7,60,0.9,32.4,7.4,32.5,3.6,61.5,53.7
"Jahari Williamson","So.","Niagara","MAAC","6-1","G",29,675,-0.1,-1.4,-1.5,1.4,0.2,12.8,0.1,1.4,1.4,0.9,0,0.8,2.6,1.7,45.5,1.7,37.8,6.6,39.2,2.8,82.7,57.4
"Etienne Strothers","So.","Hampton","CAA","6-2","G",25,447,-1.7,0.2,-1.5,0.9,0.5,8.4,0.9,3.1,2.3,1.9,0.6,1.7,2.5,3.1,50.2,1,31.5,3.4,32.5,2,66.7,50.1
"Danilo Jovanovich","Jr.","Milwaukee","Horizon","6-8","F",16,228,-0.6,-0.9,-1.5,0.5,0.1,12.3,3.5,4.5,1.7,0.3,1.2,2.1,3.5,7,57,2.8,49.3,0,0,2,76.9,57.6
"Elijah  Crawford","Fr.","BYU","Big 12","6-2","G",20,98,-1.6,0.1,-1.5,0.2,0.1,8.5,1.8,2.8,5.3,1.9,0,2.2,5.3,3.2,55.4,2.8,25,3,21.6,2.3,71.4,42.6
"Caleb Walker","So.","Air Force","MWC","6-9","F",32,521,-1.1,-0.4,-1.5,1.1,0.4,15.1,2.8,4.4,2.9,1.1,1,3.3,3.6,9.3,58.7,1.4,35.7,0.3,40,6.2,45.3,55
"Jaiden Feroah","Jr.","Holy Cross","Patriot","6-8","F",29,737,-1,-0.5,-1.5,1.5,0.6,9.6,2.1,6,1.5,0.9,1.5,1.5,3.4,3.1,67.3,1,29,3.1,38.6,1.4,86.2,61.2
"Brayden Reynolds","Jr.","Fairleigh Dickinson","NEC","6-1","G",29,632,-1.1,-0.4,-1.5,1.3,0.5,9.2,0.9,2.9,2.6,0.8,0.5,2,3.2,3.8,70.5,0.6,19.4,1.7,17.5,3.6,75,59.9
"Keller Boothby","Sr.","William & Mary","CAA","6-7","F",30,802,-0.9,-0.6,-1.5,1.8,0.6,8.9,1.1,2.9,1.1,0.8,0.1,0.8,2,1,75.8,0.4,45,5.6,38.6,0.7,76.5,60.9
"Ethan Okwuosa","Sr.","Boston U.","Patriot","6-3","G",1,26,-0.6,-0.9,-1.5,0.1,0,12.8,0,0,2.8,0,0,0,1.4,2.3,52.7,6.1,48.8,2.9,49.7,0,0,56.2
"Corey Sawyer Jr","Sr.","Eastern Ill.","OVC","6-4","G",13,291,-1.3,-0.2,-1.5,0.6,0.3,8.8,0.1,2.8,2,0.7,0.4,0.9,2.1,2.6,32.2,1.7,31,4,29.2,3.5,73.1,44.7
"Babatunde Durodola","Fr.","Temple","AAC","6-8","F",31,518,-1,-0.5,-1.5,1.1,0.4,10.3,3.9,5.4,1.4,0.8,0.8,1.4,6.6,6.7,52.2,0.8,30.9,0,0,4.2,67.2,55.1
"Davian Williams","Fr.","Alcorn","SWAC","6-0","G",30,650,-1.7,0.2,-1.5,1.4,0.7,9.7,0.7,2.9,2.7,2.4,0.2,2.1,3,2.3,45,3.4,34.8,4.6,26.5,2.2,71.4,42.8
"Amsal Delalić","Fr.","Pittsburgh","ACC","6-7","G",21,274,-1.1,-0.4,-1.5,0.6,0.2,10.2,1.3,3.9,1.8,1.1,0.1,2.3,2.9,2.5,62.7,1.4,49.7,4.3,35,2.1,50,55.3
"JaJuan Nicholls","So.","Tennessee Tech","OVC","6-8","F",21,393,-0.4,-1.1,-1.5,0.8,0.2,16.5,3,4.1,1.2,1,1,2.4,3.1,10.4,65.8,2.2,22.4,0,0,3.8,48.9,57.9
"Blake Muschalek","So.","Auburn","SEC","6-3","G",12,20,-1.5,0,-1.5,0.1,0,12.2,1.6,0,2.9,1.5,0,2.5,4.3,4.7,99.9,0,0,0,0,2.8,100,102.7
"Darius DeAveiro","Sr.","Valparaiso","MVC","6-0","G",31,820,-1.1,-0.4,-1.5,1.7,0.7,5.9,0.4,3.2,3.6,1.5,0.1,1.5,2.4,0.4,48.7,1.8,36.4,3.5,29.1,1.5,78.4,46.8
"Emmanuel Ugbo","So.","Boise St.","MWC","6-8","F",32,311,-2.4,0.9,-1.5,0.6,0.5,11.5,1.7,6.6,0.6,0.5,1.3,2.1,3.9,5.1,63.8,1.1,33.1,2.1,28,3,84,60
"Bryce Dortch","Fr.","Rutgers","Big Ten","6-9","F",12,80,-2,0.5,-1.5,0.2,0.1,6.3,2.2,4.4,1.5,2,2.9,0.4,7.4,3.3,72.8,0,0,0,0,3.3,42.9,65.5
"Colin McKenzie","Jr.","South Carolina St.","MEAC","6-6","G",28,400,-1,-0.5,-1.5,0.9,0.3,12.6,0.6,1.5,1.4,1.4,0.2,0.9,3.5,1,46.3,2.2,59.4,7.4,33.9,1.8,86.4,55.3
"Javon Ruffin","Jr.","Colorado","Big 12","6-5","G",31,638,-0.6,-0.9,-1.5,1.4,0.4,10,0.4,3.3,3.9,1,0.3,2.5,2.9,2.6,55.9,2,31.3,4.4,33.8,1.8,78.8,51.3
"JJ Taylor","So.","UCF","Big 12","6-8","F",24,331,-1.2,-0.3,-1.5,0.8,0.3,10.7,1.3,4.2,2.2,0.9,0.6,2.4,3.2,3,56.9,0.9,20.4,3.8,32.7,4.8,65.2,54.1
"Kamryn Thomas","Jr.","Omaha","Summit League","6-8","F",32,777,-0.8,-0.7,-1.5,1.7,0.6,8.7,1.3,3.6,1.8,0.9,0.8,1.3,3,2.4,57.8,1.1,28.7,3.5,38.9,1.7,72.5,56.3
"John Hugley IV","Sr.","Xavier","Big East","6-11","F",31,305,-0.5,-1,-1.5,0.7,0.2,10.7,1.7,5.5,2.7,0.1,0.3,2.9,4.9,3.9,55.5,0.8,29.1,1.8,56.6,4.8,60,62.2
"Kyran Ratliff","So.","Louisiana","Sun Belt","6-8","F",31,620,-1.5,0,-1.5,1.3,0.7,10.7,2.8,4.1,1.1,1.1,0.8,0.8,3.4,4.9,60.8,1.6,21.2,2.3,39.6,2.3,60,54.7
"Jackson Munro","Jr.","Dartmouth","Ivy League","6-8","F",23,502,-2,0.5,-1.5,1.2,0.8,11.7,1.9,6,1.6,0.5,1.2,1.9,1.9,5.8,63.2,1.1,49.9,2.4,24.5,2,73.3,57.1
"Joe Nugent","So.","Holy Cross","Patriot","6-6","F",28,943,0.2,-1.7,-1.5,1.9,0.1,13.8,1.3,4.1,0.6,0.5,0.2,1.4,2.3,1.8,54.4,1.6,38,7.1,42.1,1.9,81.2,60.3
"Jayden Brown","Sr.","Central Conn. St.","NEC","6-8","F",29,803,-1,-0.5,-1.5,1.7,0.6,12.1,1.7,4.3,1.4,0.6,1.2,1.8,2.9,4.5,56.5,2.8,37.8,3.5,31.6,2.3,66.1,51
"Kael Combs","So.","Drake","MVC","6-4","G",27,309,-0.7,-0.8,-1.5,0.6,0.2,11.4,2.1,3.6,2.3,0.8,0.1,2.4,2.6,4.6,56.1,2.6,59.4,1.6,16.4,3.1,75,55.8
"Calvin Robins Jr.","Fr.","Howard","MEAC","-","F",17,185,-0.6,-0.9,-1.5,0.4,0.1,9.9,3.6,3.8,1.7,0.6,0.4,1,5.9,6.7,59.6,0,0,0,0,3.8,50,59
"Jordan Johnson","So.","Southern U.","SWAC","6-4","G",29,700,-0.9,-0.6,-1.5,1.5,0.5,12.5,0.7,2.6,0.9,1.2,0.1,1.4,1.4,2.3,44.2,1.5,22.9,9,31.5,2,65.1,45.8
"Myles Colvin","So.","Purdue","Big Ten","6-5","G",32,559,-1.8,0.3,-1.5,1.2,0.7,11.3,1,4.6,0.9,1.2,0.4,1.1,3.5,2.4,64.2,0.7,23.9,7.3,33,1.1,64.7,52.1
"Joshua Strong","Sr.","Howard","MEAC","6-0","G",23,493,-0.7,-0.8,-1.5,1.1,0.3,8.3,0.7,2.4,2.7,1.4,0,1.5,3.2,1.2,33.4,0.5,17.2,6.6,34.3,0.8,75,48.5
"Khalil Badru","Fr.","New Hampshire","America East","6-5","G",29,653,-1,-0.5,-1.5,1.4,0.5,12.6,2.6,3.9,1.1,1.7,0.2,2.1,2.6,4.2,66.3,4.4,37.7,2,34.3,3.5,49.2,52.1
"Ryan Abelman","Jr.","Northern Ariz.","Big Sky","6-4","G",28,499,-0.7,-0.8,-1.5,1.1,0.3,8.7,1,3.2,1.4,1.4,0.1,0.7,3.2,0.8,48.5,2.1,35.4,5,36.6,1.2,78.9,51.7
"Myles Foster","Sr.","Clemson","ACC","6-7","F",26,154,-1.2,-0.3,-1.5,0.3,0.1,14.8,4.3,5.3,0.7,1,1.2,2.3,4.9,7.2,59.3,0.6,31.7,1.7,57.8,5.5,54.2,62.3
"Trey Green","So.","Xavier","Big East","6-0","G",9,98,-0.2,-1.3,-1.5,0.2,0,15.1,0.6,2,2.8,0.9,0,2.6,2.6,3.8,45,0,0,8.1,37.5,2.6,100,58
"Raymond Espinal-Guzman","Sr.","Sacred Heart","MAAC","6-8","F",11,186,-1.1,-0.4,-1.5,0.4,0.2,9.4,3.3,5.9,1.9,0.5,0.7,1.2,4.1,5.8,51.3,0,0,2.4,16.7,2.8,81.2,50.1
"Tre Norman","So.","Marquette","Big East","6-4","G",32,290,-2.6,1.1,-1.5,0.6,0.5,7.5,1.8,4.5,2,1.3,0.4,1.9,4.3,3.2,62.9,0.5,0,3.6,17.4,3.2,50,43.1
"Will Thomas","Sr.","Morgan St.","MEAC","6-6","G",28,781,1.1,-2.6,-1.5,1.8,-0.3,16.7,1.3,3.3,2.1,1.1,0.2,2.2,2.8,3.4,50,9.6,44.4,2,28.6,3.8,80.6,50.1
"Tom House","Jr.","Furman","SoCon","6-7","G",29,532,-0.8,-0.7,-1.5,1.1,0.4,11.5,0.8,3.8,2.1,0.5,0.1,1.3,1.7,1.6,45,0.8,27.6,6.6,38.8,2.7,69.8,56.2
"Ques Glover","Sr.","Ohio St.","Big Ten","6-0","G",24,381,-0.8,-0.7,-1.5,0.8,0.3,10.1,1,2.4,2.9,0.9,0.2,1.7,3.9,2.5,50.1,4.9,27.9,2.9,34.9,2.4,70.8,43.9
"Tyshawn Archie","So.","Tulsa","AAC","6-0","G",30,670,-0.8,-0.7,-1.5,1.4,0.5,14.2,0.6,2.3,2.8,1.6,0.4,2,1.9,5.4,52,2.7,37.9,6.1,25.9,2.8,63.6,46
"Sebastian Akins","Fr.","Denver","Summit League","6-2","G",29,753,0.1,-1.6,-1.5,1.6,0.2,16.3,0.4,2.5,3.4,1.1,0.3,2.9,3.2,5.5,57,4.9,33.5,4.5,29.4,3.7,76.8,49.5
"Tyrone Marshall","Sr.","Western Ky.","C-USA","6-7","F",30,841,-2.1,0.6,-1.5,2,1.3,11.5,1.3,6.3,1.4,1.1,0.7,1.8,2.6,3.9,59.2,1.4,31.5,4.9,32.4,1.9,64.2,52
"Ugonna Onyenso","Jr.","Kansas St.","Big 12","6-11","F",23,251,-2.6,1.1,-1.5,0.5,0.4,8.2,3.3,4.9,0.4,1,3,0.8,3.3,4.2,75.9,0.9,29.4,0,0,1.6,75,69.9
"Tony Duckett","Fr.","San Diego","WCC","6-5","G",28,710,-0.5,-1,-1.5,1.6,0.4,13.5,0.4,2.3,2.5,1,0.4,1.7,3.6,4.5,48,5.3,30.7,3.2,36.6,2.6,88.9,47.4
"Trey Lewis","Fr.","Purdue Fort Wayne","Summit League","6-6","G",30,289,-0.3,-1.2,-1.5,0.7,0.1,14.3,0.5,3.5,1.1,0.7,0.9,1.5,3.8,2.6,54.7,1.4,53.4,7,41.5,1.8,64.7,60.3
"Ty Harper","Sr.","Youngstown St.","Horizon","6-3","G",32,883,-1,-0.5,-1.5,1.9,0.7,12.1,0.8,2.8,2,1.1,0.2,1.7,3.4,3.7,50.2,1.6,40.4,4.7,30.4,3.6,78.4,52.4
"Lazar Djokovic","So.","Col. of Charleston","CAA","6-10","F",27,650,-1.7,0.2,-1.5,1.4,0.8,10.8,3.1,6.1,0.9,0.9,1.5,1.5,2.9,4.7,64.5,1,55.5,1.5,7.4,5,65.2,57.5
"Wayne McKinney III","Sr.","San Diego St.","MWC","6-0","G",29,533,-1.8,0.3,-1.5,1.1,0.6,11.7,0.7,2.4,1.3,0.9,0.3,1.1,3.4,4.1,49.7,3.3,35.4,4,28,3,62.8,45.9
"AJ Storr","Jr.","Kansas","Big 12","6-7","G",32,499,-1.2,-0.4,-1.6,1.1,0.4,13,0.8,3,1.7,0.7,0.4,1.9,3.3,4.6,57.9,2.7,29.3,4.9,27.8,3.1,65.9,47.9
"Avantae Parker","So.","Ga. Southern","Sun Belt","6-9","F",15,182,-2.5,0.9,-1.6,0.4,0.3,13,2.3,5.4,1.1,2.9,2.2,3.6,7.8,7,61.4,1.2,33,1.5,50.4,2.2,61.5,61.1
"AJ Swinton","Fr.","Florida St.","ACC","6-6","F",28,293,-1.7,0.1,-1.6,0.6,0.3,9.2,1.3,3.2,1.5,0.8,0.3,1.5,3,2.8,66.1,1.8,24.3,2.9,35.8,2.8,56.5,53.1
"Elvin Edmonds IV","Sr.","Bucknell","Patriot","6-2","G",29,800,-0.9,-0.7,-1.6,1.6,0.5,10.1,0.4,3.4,2.8,0.9,0.1,2.9,2.9,3,64.1,0.5,37.9,3.9,37.9,1.9,78.6,61.5
"Andrew King","Jr.","Elon","CAA","6-3","G",29,733,-0.7,-0.9,-1.6,1.5,0.4,6,1.5,3.8,4.6,1,0.1,2.4,1.8,1.8,50,1.2,27.8,2.7,32.6,1.5,65.6,47.8
"Braxton Bayless","Sr.","Western Ky.","C-USA","6-2","G",30,655,-0.6,-1,-1.6,1.5,0.4,11,0.9,3.8,3.1,1.3,0,2.8,2.9,3.2,55.2,4,42.2,2.3,41.2,2.2,59.6,52.9
"Ben Murphy","Sr.","Maryland","Big Ten","6-1","G",9,21,-2.9,1.3,-1.6,0,0,10.2,1.6,4.3,3,3,0,1.5,3,0,0,3.1,0,1.4,98.9,9,66.7,59.9
"Marko Maletic","Sr.","Western Ill.","OVC","6-6","G",26,768,1.6,-3.2,-1.6,1.5,-0.5,19.4,0.7,3.6,0.7,1,0.1,2.1,2.3,1.7,61,5.4,37,7.5,46.5,3.5,80.8,60.1
"Jadis Jones","Fr.","Lindenwood","OVC","6-5","G",29,998,-1.9,0.3,-1.6,2.1,1.3,12.3,2.3,3.5,1,1.4,0.4,1.5,2.6,6.3,59.6,2.4,39.5,0.2,28.6,4.6,60,56.4
"EJ Neal","Sr.","Sacramento St.","Big Sky","6-5","G",29,776,-1.1,-0.5,-1.6,1.6,0.6,10.9,1,3.4,2,1.2,0.6,1.4,3.5,2,52.4,1,32.1,7.1,32.9,1.5,76.5,50.5
"Mason Williams","So.","Eastern Wash.","Big Sky","6-5","G",25,714,0,-1.6,-1.6,1.5,0.2,16.9,0.3,3.6,2.8,1.5,0.5,3.3,2.4,4.1,55.8,4.6,38.4,5.3,34.2,4,82.6,53.4
"Anthony Selden","Sr.","Gardner-Webb","Big South","6-6","G",30,913,-0.5,-1.1,-1.6,2,0.5,15.2,1.4,3.2,1.8,0.5,1.1,2.7,2.5,7.8,54,1.5,24,2.8,24.9,5.6,68.4,51.7
"Mahmoud Fofana","Sr.","CSUN","Big West","6-6","F",30,808,-1.9,0.3,-1.6,1.8,1,10,2.4,4,1.3,1.4,0.4,1.4,3.6,5.8,59.4,0.2,24.1,0.2,20.2,4.1,71.2,62.9
"Amir Nesbitt","Sr.","Stonehill","NEC","6-1","G",29,632,-1,-0.6,-1.6,1.4,0.5,9.4,0.4,2.4,3.6,1.3,0.2,2.2,2.9,1.4,44.5,2.4,51.7,5.6,28.5,1.5,58.6,46.7
"Bobby Rosenberger","So.","Saint Francis (PA)","NEC","6-5","G",29,656,-1.3,-0.3,-1.6,1.5,0.6,12,1.6,3.7,1.8,0.7,0.5,1.7,2.7,5.8,50.5,1.1,30.5,5,24.1,2.4,74.4,46
"Ja'Kair Sanchez","Sr.","Wagner","NEC","6-4","F",25,471,0.6,-2.2,-1.6,1,-0.1,16,1,2.5,1.2,0.7,0.3,2.3,4.2,3.4,49.9,4.4,52.3,3.7,35.3,4.7,85.2,58.6
"Dalen Davis","So.","Princeton","Ivy League","6-0","G",27,683,-0.7,-0.9,-1.6,1.4,0.4,13.1,0.7,2.2,2.1,1.1,0,1.7,2.6,2.4,38,3.8,39.6,6.6,33.5,2,83.3,48
"Blake Forrest","Fr.","Colgate","Patriot","5-11","G",19,174,-1.6,0,-1.6,0.3,0.2,6.7,0.2,4.5,4.2,2,0,1.4,2.6,1.1,51.3,2.1,30.2,4.3,25,1.3,83.3,41.6
"Grant Slatten","Jr.","Tennessee Tech","OVC","6-5","G",27,418,0.1,-1.7,-1.6,0.9,0.1,10.8,1.1,2.8,1.8,1.2,0.2,0.9,2.7,2.9,55.9,1.3,40.4,3.4,37.9,3.3,80.5,59.6
"Cameron Huefner","Sr.","Sam Houston","C-USA","6-7","F",26,826,-0.3,-1.3,-1.6,1.7,0.3,13.9,2,3.7,0.9,0.9,0.2,2.2,3.1,3.2,51,2,21.8,5.3,34.8,5.4,79.5,54.4
"Braedan Lue","Fr.","Kennesaw St.","C-USA","6-8","F",29,744,-2.4,0.8,-1.6,1.6,1.2,11.8,1.7,5.3,0.8,1.1,1.5,2.3,3.3,4.7,56.9,1.6,38.1,4.2,25.8,3.1,66.7,50.1
"Demarien Yates","So.","Memphis","AAC","6-7","F",12,42,-2.2,0.6,-1.6,0.1,0.1,12.6,3.7,3.6,3.1,2.9,2.5,1.5,5.9,3.1,74.1,1.4,100,1.6,49.6,2.7,100,85.9
"Frederiks Meinarts","Fr.","Buffalo","MAC","7-0","C",22,198,-2.5,0.9,-1.6,0.4,0.3,7.4,1,5.4,1.2,0.7,1.5,0.8,3.8,3.4,56.8,0.5,32.8,2.3,43,0.5,66.7,58.4
